sent_id,context,eng,acu,afr,ake,alb,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,glv,got,grc,gre,guj,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,mar,mya,nep,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tel,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.ROM.15.28a,when therefore i have performed this and have sealed to them this fruit i will come by you into spain,when,NULL,as,tʉpo,si,quia,فمتى,NA,NULL,to,NULL,tek,NULL,NA,NULL,mɨ,ꮏꮙ,NA,NA,ariorica,NULL,lè,když,når,wenn,na,waati,NULL,NULL,kui,ne,kun,dès,orasi,NA,NA,NULL,αφου,પછ,NULL,pošto,ha,kalau,þegar,NULL,NULL,NULL,NULL,m,ora,NULL,cum,NULL,baigęs,ajtzin,NULL,ह,NULL,NULL,ijcuac,als,når,ᐊᐲ,NULL,چون,rehefa,gdy,tendo,NA,NULL,aretak,NULL,kana,după,исполнив,ig,keď,ko,kana,markaan,cuando,kad,NULL,när,ܡܐ,NULL,kung,เม,NA,NULL,NULL,NULL,guyyiyan,NULL,ndakuba,nxa
b.ROM.15.29a,and i am sure that when i come unto you i shall come in the fulness of the blessing of the gospel of christ,when,NULL,as,tai,duke,quia,اذا,NA,NULL,NULL,NULL,tek,inig,NA,候,mɨ,ꮏꮙ,NA,NA,NULL,ⲇⲉ,NULL,NULL,når,wenn,NULL,waati,NULL,venante,kui,ne,tullessani,NULL,orasi,NA,NA,δὲ,NULL,ર,जब,kada,mikor,kalau,þegar,NULL,hayet,そしてあなたがたの所に行く時には,NULL,m,ora,때에,NULL,nākdams,NULL,aj,NULL,ह,အခ,NULL,ijcuac,NULL,når,ᐊᐲ,chiangin,وقتی,raha,gdy,quando,NA,ane,aretak,NULL,kana,dacă,когда,akud,keď,kadar,kana,markaan,cuando,kad,NULL,när,ܕܐܡܬܝ,నప,pagpariyan,าเม,NA,geldiğimde,NULL,cuando,wode,bu,ndakuza,nxa
b.1CO.2.1a,and i brethren when i came to you came not with excellency of speech or of wisdom declaring unto you the testimony of god,when,NA,toe,NA,kur,quia,لما,NA,naicenean,NA,властниците,tek,diha,NA,NULL,mɨ,NULL,NA,NA,NULL,NULL,lè,NULL,da,da,NA,waato,wei,venante,kui,esi,kun,lorsque,orasi,NA,NA,NULL,οτε,ર,जब,kada,mikor,waktu,er,quando,yet,NULL,NA,mi,NA,때에,cum,NULL,kai,tej,i,ह,အခ,जब,ijcuac,toen,da,NA,laiin,چون,raha,gdym,quando,NA,NULL,aretak,NULL,kana,cînd,когда,akud,keď,ko,zvino,markaan,cuando,NULL,NULL,när,ܟܕ,నప,nang,เม,NA,geldiğimde,NULL,cuando,wode,bi,NULL,ekufikeni
b.1CO.5.4a,in the name of our lord jesus christ when ye are gathered together and my spirit with the power of our lord jesus christ,when,NA,as,NA,mbasi,quia,اذ,NA,NULL,NA,ако,tek,NULL,NA,候,mɨ,NULL,NA,NA,ariorica,NULL,lè,NULL,når,NULL,NA,d,NA,NULL,kui,NULL,sittenkuin,étant,de,NA,NULL,NULL,αφου,NULL,जब,pošto,NULL,NA,þegar,NULL,yet,主イエスの名によって,NA,NULL,NA,NULL,NULL,NULL,NULL,aj,NULL,NA,အခ,ल,NA,NA,idet,NA,NULL,هنگامی,rehefa,gdy,NULL,NA,ane,aretak,NULL,NULL,olaltă,NULL,NULL,keď,kadar,NULL,markaad,NULL,kad,wakati,NULL,NULL,NULL,nang,เม,NA,NA,як,cuando,NA,NULL,NULL,NULL
b.1CO.8.12a,but when ye sin so against the brethren and wound their weak conscience ye sin against christ,when,NA,NULL,NA,kur,quia,اذ,NA,NULL,NA,NULL,NULL,diha,NA,NULL,mɨ,ꮒꮳꮫꭶ,NA,NA,NULL,NULL,lè,NULL,når,wenn,NA,waati,NULL,NULL,kui,NULL,kun,NULL,NULL,NA,þan,NULL,αμαρτανοντες,ય,NULL,NULL,mikor,kalau,þegar,NULL,NULL,NULL,NA,imi,NA,NULL,peccantes,ievainodami,NULL,NULL,ka,NULL,အခ,जब,ijcuac,NULL,når,NA,NULL,چون,raha,NULL,quando,NA,NULL,aretak,NULL,kana,dacă,NULL,NULL,NULL,grešeč,kana,markaad,NULL,kad,NULL,om,NULL,NULL,NULL,เม,NA,NULL,NULL,awiˈlake,NULL,NULL,NULL,NULL
b.1CO.9.18a,what is my reward then verily that when i preach the gospel i may make the gospel of christ without charge that i abuse not my power in the gospel,when,NA,as,NA,duke,quia,اذ,NA,dudanean,NA,като,nchˈec,sa,NA,時,NULL,NULL,NA,NA,oncameetsataqueme,ⲉⲓϩⲓϣⲉⲛⲛⲟⲩϥⲓ,lè,NULL,når,NULL,NA,waati,nkʋɣʋlɛ,kiam,NULL,ne,kun,NULL,orasi,NA,NA,εὐαγγελιζόμενος,NULL,ય,यह,NULL,NULL,NULL,NULL,NULL,NULL,その報酬はなんであるか,NA,m,NA,때에,NULL,NULL,NULL,NULL,NULL,NULL,အခ,NULL,ijcuac,NULL,når,NA,NULL,چون,raha,NULL,logo,NA,NULL,aretak,NULL,NULL,NULL,NULL,NULL,NULL,NULL,kana,markaan,NULL,NULL,basi,när,ܕܟܕ,నప,pagka,จของข,NA,NULL,NULL,NULL,NULL,bi,ke,nxa
b.1CO.9.27a,but i keep under my body and bring it into subjection lest that by any means when i have preached to others i myself should be a castaway,when,NA,terwyl,NA,pasi,ticwjiˈndyo,كرزت,NA,NULL,NA,NULL,tek,tapus,NA,NULL,mɨ,NULL,NA,NA,NULL,NULL,fin,NULL,NULL,NULL,NA,waato,NULL,NULL,NULL,esime,saarnaan,après,qaboloka,NA,NULL,NULL,κηρυξας,ય,NULL,pošto,NULL,setelah,NULL,dopo,haxa,NULL,NA,NULL,NA,NULL,cum,sludinot,NULL,NULL,NULL,व,သ,पछ,ijcuac,na,NULL,NA,nungin,NULL,NULL,NULL,depois,NA,oti,te,huasha,NULL,dupăce,NULL,NULL,NULL,ko,NULL,markaan,después,NULL,baada,när,NULL,తర,NULL,NULL,NA,bedenime,NULL,NULL,guyyiyan,bi,NULL,NULL
b.1CO.11.18a,for first of all when ye come together in the church i hear that there be divisions among you and i partly believe it,when,nuna,as,NULL,kur,quia,حين,NA,NULL,ajicõari,когато,tek,sa,NA,候,mɨ,NULL,NA,NA,NULL,NULL,lè,když,når,wenn,NULL,waati,NULL,kiam,kui,NULL,kun,lorsque,orasi,NA,NA,NULL,οταν,ર,जब,kad,mikor,NULL,er,quando,hayet,NULL,NULL,m,NULL,때에,NULL,NULL,kai,aj,ka,NULL,အခ,जब,ijcuac,wanneer,når,ᑳᐃᓈᒋᒥᓐᒡ,NULL,که,raha,gdy,quando,NA,ane,aretak,pundaga,kana,cînd,когда,akud,keď,kadar,kana,markaad,cuando,kad,nasikia,och,ܡܐ,నప,kung,เม,NA,NULL,як,cuando,wode,bu,kuqalake,nxa
b.1CO.11.20a,when ye come together therefore into one place this is not to eat the lord s supper,when,ainau,as,NULL,kur,NULL,فحين,NA,NULL,NULL,NULL,tek,NULL,NA,候,mɨ,NULL,NA,NA,NULL,NULL,lè,když,når,wenn,NULL,waati,NULL,kiam,kui,ne,kun,NULL,orasi,NA,NA,NULL,οταν,ય,NULL,kad,mikor,waktu,þegar,quando,yet,NULL,tura,m,ora,NULL,NULL,kad,NULL,NULL,ka,व,အခ,जब,ijcuac,wanneer,når,NULL,NULL,چون,raha,gdy,quando,NA,ane,aretak,NULL,kana,cînd,NULL,llig,keď,ko,zvino,markaad,cuando,kad,NULL,när,ܡܐ,NULL,kung,เม,NA,NULL,як,cuando,wode,bu,xenikweni,nxa
b.1CO.11.24a,and when he had given thanks he brake it and said take eat this is my body which is broken for you this do in remembrance of me,when,NULL,nadat,NULL,si,jnda,NULL,NA,gratiác,na,ако,tek,NULL,NA,NULL,mɨ,ꮎꮝꭹꮓ,NA,NA,NA,NULL,lè,NULL,NULL,NULL,NULL,waato,ɩlɛna,NULL,NULL,ne,NULL,après,NULL,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,setelah,NULL,dopo,lahwi,NULL,tura,NULL,NULL,NULL,NULL,NULL,NULL,tbˈajlinxiˈ,ka,NULL,NULL,ल,ijcuac,als,NULL,NULL,NULL,NULL,rehefa,NULL,havendo,NA,ka,aretak,NULL,kana,după,NULL,NULL,NULL,NULL,akati,markuu,habiendo,NULL,NULL,NULL,NULL,ప,nang,คร,NA,NA,NULL,NULL,NULL,NULL,yakuba,NULL
b.1CO.11.25a,after the same manner also he took the cup when he had supped saying this cup is the new testament in my blood this do ye as oft as ye drink it in remembrance of me,when,ainau,NULL,NULL,duke,jnda,NULL,NA,cenean,NULL,а,tek,tapus,NA,時,mɨ,NULL,NA,NA,NA,ⲡⲓⲇⲓⲡⲛⲟⲛ,NULL,když,NULL,NULL,NULL,NULL,wei,NULL,NA,esime,NULL,après,qabolo,NA,NULL,NULL,αφου,NULL,NULL,kad,minekutána,setelah,er,dopo,NULL,NULL,NULL,NULL,cruzoca,NULL,postquam,NULL,vakarienės,aj,NULL,NULL,အခ,NULL,ijcuac,en,idet,NULL,NULL,NULL,rehefa,gdy,cear,NA,NULL,NULL,NULL,kana,NULL,и,NULL,keď,NULL,vakati,NULL,después,NULL,baada,NULL,ܐܡܬܝ,నప,pagkatapos,NULL,NA,NULL,NULL,cuando,NULL,bi,NULL,kokudla
b.1CO.11.32a,but when we are judged we are chastened of the lord that we should not be condemned with the world,when,NA,as,NA,kur,quia,اذ,NA,garenean,NA,NULL,NULL,diha,NA,候,NULL,ꮥꭻꭺꮣꮟꮝꭹꮒ,NA,NA,NULL,NULL,NULL,když,når,wenn,NA,waato,NULL,kiam,kui,ne,kun,quand,nakoso,NA,NA,NULL,οταν,ય,NULL,kad,mikor,kalau,NULL,quando,NULL,しかし,NA,m,NA,NULL,NULL,tiesādams,kai,NULL,NULL,ह,အခ,जब,ijcuac,als,når,NA,NULL,هنگامی,raha,gdy,quando,NA,ane,aretak,NULL,kana,cînd,NULL,ig,NULL,ko,kana,markii,siendo,kad,NULL,då,ܟܕ,ప,kung,เม,NA,NULL,бувши,cuando,wode,bu,NULL,nxa
b.1CO.11.33a,wherefore my brethren when ye come together to eat tarry one for another,when,NA,as,NA,kur,quia,حين,NA,NULL,NA,NULL,tek,sa,NA,候,mɨ,ꭲᏻꮓ,NA,NA,NULL,NULL,lè,když,når,wenn,NA,waati,waatʋ,kiam,kui,esime,kun,lorsque,orasi,NA,NA,NULL,οταν,ય,जब,kad,mikor,kalau,þegar,quando,yet,NULL,NA,asmi,NA,때에,cum,kad,kai,ajtzin,ka,व,အခ,जब,ijcuac,als,når,NA,chiangin,چون,raha,gdy,quando,NA,ane,aretak,NULL,kana,cînd,NULL,akud,keď,kadar,kana,markaad,cuando,kad,NULL,när,ܐܡܬܝ,నప,kung,เม,NA,NULL,NULL,cuando,wode,bu,xa,nxa
b.1CO.11.34a,and if any man hunger let him eat at home that ye come not together unto condemnation and the rest will i set in order when i come,when,NA,wanneer,NA,kur,quia,ارتبها,NA,ordonaturen,NA,NULL,tek,inig,NA,候,mɨ,ꮒꭼꮑꮈꭽ,NA,NA,NULL,ⲉⲓⲉⲑⲁϣⲟⲩ,lè,když,når,wenn,NA,waati,kɔma,kiam,kui,ne,seikoista,quand,NULL,NA,NA,ὡς,οταν,ર,NULL,kada,ha,kalau,þegar,sistemerò,NULL,NULL,NA,m,NA,때에,cum,kad,sutvarkysiu,aj,ina,NULL,အခ,जब,ijcuac,als,når,NA,chiangin,چون,rehefa,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,akud,keď,kadar,kana,markaan,cuando,kad,NULL,när,ܡܐ,నప,pagpariyan,นเม,NA,geldiğimde,як,cuando,NULL,bu,xa,mhla
b.1CO.13.10a,but when that which is perfect is come then that which is in part shall be done away,when,NULL,as,NULL,kur,quia,متى,NA,NULL,bero,NULL,tek,kon,NA,NULL,mɨ,ꭰꭷꮅꭲꮝꭹꮒ,NA,NA,omoncarataquearica,ⲉϣⲱⲡ,lè,jakžť,når,wenn,NULL,waati,kɔma,kiam,kui,ne,kun,quand,orasi,NA,biþe,ὅταν,οταν,ય,जब,kada,mikor,NULL,þegar,quando,yet,NULL,NA,m,é,NULL,cum,kad,kai,ajtzin,ka,ज,အခ,जब,ijcuac,wanneer,når,NULL,chiangin,هنگامی,rehefa,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,ig,keď,kadar,kana,markii,cuando,kad,NULL,när,ܐܡܬܝ,నప,kung,เม,NA,NULL,як,NA,wode,bu,xa,nxa
b.1CO.13.11a,when i was a child i spake as a child i understood as a child i thought as a child but when i became a man i put away childish things,when,NULL,toe,NULL,kur,quia,لما,NA,NULL,NULL,NULL,tek,sa,NA,時,ie,ꮵᏺꮅ,NA,NA,NULL,NULL,lè,NULL,da,da,NULL,waato,NULL,kiam,kui,esi,kun,lorsque,orasi,NA,þan,ὅτε,οτε,ર,जब,kad,mikor,waktu,þegar,quand,yet,NULL,nui,asmi,NULL,때에는,cum,kad,kai,tej,NULL,ह,အခ,जब,ijcuac,toen,da,NULL,laiin,که,fony,pókim,quando,NA,bula,aretak,NULL,kana,cînd,когда,akud,keď,ko,NULL,markaan,cuando,kad,NULL,när,ܟܕ,ప,nang,เม,NA,NULL,як,NA,wode,bi,oko,lapho
b.1CO.13.11b,when i was a child i spake as a child i understood as a child i thought as a child but when i became a man i put away childish things,when,NULL,toe,NULL,kur,quia,لما,NA,NULL,NULL,NULL,tek,sa,NA,時,ie,ꮵᏺꮅ,NA,NA,NULL,NULL,lè,NULL,da,da,NULL,waato,NULL,kiam,kui,esi,kun,lorsque,orasi,NA,þan,ὅτε,οτε,ર,जब,kad,mikor,waktu,þegar,quand,yet,NULL,nui,asmi,NULL,때에는,cum,kad,kai,tej,NULL,ह,အခ,जब,ijcuac,toen,da,NULL,laiin,که,fony,pókim,quando,NA,bula,aretak,NULL,kana,cînd,когда,akud,keď,ko,NULL,markaan,cuando,kad,NULL,när,ܟܕ,ప,nang,เม,NA,NULL,як,NA,wode,bi,oko,lapho
b.1CO.14.16a,else when thou shalt bless with the spirit how shall he that occupieth the room of the unlearned say amen at thy giving of thanks seeing he understandeth not what thou sayest,when,NULL,as,NULL,se,quia,NULL,NA,NULL,NULL,NULL,NULL,kay,NA,NULL,NULL,ꮏꮙ,NA,NA,NULL,NULL,NULL,NULL,når,wenn,NULL,NULL,NULL,se,kui,NULL,jos,si,NULL,NA,NA,NULL,εαν,ર,NULL,ako,mikor,kalau,ef,se,NULL,NULL,NULL,m,NULL,NULL,si,ja,jei,NULL,NULL,ज,NULL,NULL,ijcuac,als,NULL,NULL,NULL,NULL,raha,NULL,se,NA,ane,NULL,NULL,NULL,dacă,если,ir,keby,ko,kana,NULL,si,kad,NULL,om,NULL,నప,kung,นเม,NA,NULL,коли,cuando,NULL,NULL,ukuba,nxa
b.1CO.14.26a,how is it then brethren when ye come together everyone of you hath a psalm hath a doctrine hath a tongue hath a revelation hath an interpretation let all things be done unto edifying,when,NA,wanneer,NA,kur,quia,متى,NA,batbederac,NA,а,tek,NULL,NA,候,mɨ,ꭲᏻꮓ,NA,NA,ariorica,ⲉϣⲱⲡ,lè,když,når,wenn,NA,waati,yesu,kiam,kui,ne,kun,lorsque,orasi,NA,þan,ὅταν,οταν,ય,जब,kad,mikor,kalau,þegar,quando,hayet,どうしたらよいのか,NA,m,NA,때에,cum,kad,kai,aj,ka,व,အခ,जब,ijcuac,als,når,NA,un,وقتی,raha,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,akud,keď,kadar,kana,markaad,cuando,kad,basi,när,ܕܐܡܬܝ,నప,pagka,เม,NA,NULL,коли,cuando,wode,bu,xa,uma
b.1CO.15.24a,then cometh the end when he shall have delivered up the kingdom to god even the father when he shall have put down all rule and all authority and power,when,NA,wanneer,NA,kur,xjeⁿ,متى,NA,NULL,NA,защото,tek,na,NA,NULL,NULL,ꮎꭿᏻ,NA,NA,NULL,ϩⲟⲧⲁⲛ,NULL,když,når,wenn,NA,waati,waalɩ,kiam,kui,NULL,kun,quand,orasi,NA,þan,ὅταν,οταν,NULL,NULL,kad,mikor,NULL,er,quando,NULL,それから終末となって,NA,NULL,NA,NULL,cum,kad,kai,NULL,ina,ह,NULL,NULL,ijcuac,wanneer,når,NA,chiangin,وقتی,rehefa,gdy,quando,NA,oti,aretak,huasha,kana,cînd,когда,NULL,keď,kadar,panguva,markuu,cuando,kad,wakati,när,ܡܐ,NULL,pagka,เม,NA,NULL,як,cuando,NULL,ga,xa,nxa
b.1CO.15.24b,then cometh the end when he shall have delivered up the kingdom to god even the father when he shall have put down all rule and all authority and power,when,NA,wanneer,NA,kur,xjeⁿ,متى,NA,NULL,NA,защото,tek,na,NA,NULL,NULL,ꮎꭿᏻ,NA,NA,NULL,ϩⲟⲧⲁⲛ,NULL,když,når,wenn,NA,waati,waalɩ,kiam,kui,NULL,kun,quand,orasi,NA,þan,ὅταν,οταν,NULL,NULL,kad,mikor,NULL,er,quando,NULL,それから終末となって,NA,NULL,NA,NULL,cum,kad,kai,NULL,ina,ह,NULL,NULL,ijcuac,wanneer,når,NA,chiangin,وقتی,rehefa,gdy,quando,NA,oti,aretak,huasha,kana,cînd,когда,NULL,keď,kadar,panguva,markuu,cuando,kad,wakati,när,ܡܐ,NULL,pagka,เม,NA,NULL,як,cuando,NULL,ga,xa,nxa
b.1CO.15.27a,for he hath put all things under his feet but when he saith all things are put under him it is manifest that he is excepted which did put all things under him,when,NA,wanneer,NA,kur,quia,حينما,NA,NULL,NA,NULL,tek,pag,NA,既,mɨ,NULL,NA,NA,NULL,ⲉϣⲱⲡ,lè,když,når,wenn,NA,waato,kpɛŋna,kiam,NULL,NULL,kun,lorsqu,wakolano,NA,biþe,ὅταν,οταν,ય,जब,kad,mikor,NULL,þegar,quando,NULL,ところが,NA,mi,NA,때에,NULL,ka,kai,NULL,ka,ह,NULL,जब,ijcuac,als,når,NA,NULL,چون,na,gdy,quando,NA,NULL,aretak,NULL,kana,cînd,когда,NULL,keď,ko,kana,markuu,cuando,kad,yanaposema,när,ܡܐ,నప,kung,เม,NA,NULL,коли,cuando,wode,bu,xa,nxa
b.1CO.15.28a,and when all things shall be subdued unto him then shall the son also himself be subject unto him that put all things under him that god may be all in all,when,NA,wanneer,NA,kur,quia,ومتى,NA,NULL,NA,безумецо,tek,diha,NA,既,mɨ,NULL,NA,NA,NULL,ⲉϣⲱⲡ,apre,když,når,wenn,NA,waati,NULL,kiam,kui,ne,kun,lorsque,orasi,NA,biþe,ὅταν,οταν,ય,जब,kad,mikor,setelah,þegar,quando,yet,そして,NA,m,NA,때에는,cum,kad,kai,ajtzin,oti,NULL,သည,जब,ijcuac,als,når,NA,chiangin,که,rehefa,gdy,quando,NA,ane,aretak,huasha,kana,cînd,когда,llig,keď,kadar,kana,markii,cuando,kad,NULL,sedan,ܘܡܐ,నప,kung,เม,NA,NULL,коли,cuando,NULL,bu,xa,nxa
b.1CO.15.54a,so when this corruptible shall have put on incorruption and this mortal shall have put on immortality then shall be brought to pass the saying that is written death is swallowed up in victory,when,NA,wanneer,NA,kur,quia,ومتى,NA,NULL,NA,ако,tek,diha,NA,NULL,mɨ,ꮏꮙ,NA,NA,ompatsaajeitanaque,ⲇⲉ,lè,když,når,wenn,NA,waati,kɔma,kiam,kui,eva,kun,lorsque,orasi,NA,þan,ὅταν,οταν,ય,जब,kad,mikor,kalau,þegar,quando,NULL,NULL,NA,asm,NA,NULL,cum,kad,kada,NA,NULL,व,NULL,जब,ijcuac,wanneer,når,NA,hun,چون,rehefa,gdy,quando,NA,NULL,aretak,NULL,kana,cînd,когда,iwrri,keď,kadar,kana,markii,cuando,kad,basi,när,ܡܐ,నప,pagka,เม,NA,NULL,як,cuando,wode,bu,xa,nxa
b.1CO.16.2a,upon the first day of the week let every one of you lay by him in store as god hath prospered him that there be no gatherings when i come,when,NULL,as,NULL,kur,quia,اذا,NA,orduan,na,и,tek,inig,NA,候,mɨ,ꮎꮝꭹꮓ,NA,NA,NULL,NULL,lè,když,når,wenn,thiiakaŋ,waati,kɔma,kiam,NULL,esime,NULL,attende,orasi,NA,þan,ὅταν,οταν,ય,NULL,kada,mikor,waktu,þegar,quando,yet,NULL,tura,NULL,NA,때에,cum,kad,NULL,aj,wa,व,အခ,जब,ijcuac,NULL,når,NULL,NULL,وقت,NULL,gdy,quando,NA,karata,aretak,NULL,NULL,cînd,когда,akud,keď,kadar,kana,markaan,cuando,kad,wakati,NULL,ܡܐ,నప,nang,เม,NA,geldiğimde,як,cuando,wode,saa,NULL,nxa
b.1CO.16.3a,and when i come whomsoever ye shall approve by your letters them will i send to bring your liberality unto jerusalem,when,NULL,wanneer,nokon,kur,quia,ومتى,NA,guero,NULL,NULL,tek,inig,NA,NULL,mɨ,NULL,NA,NA,NULL,ⲉϣⲱⲡ,lè,když,når,wenn,na,d,kɔma,kiam,kui,ne,kun,quand,orasi,NA,biþe,ὅταν,οταν,ય,जब,kada,mikor,kalau,þegar,quando,yet,NULL,NULL,m,NA,때에,cum,kad,NULL,aj,ka,व,အခ,जब,ijcuac,NULL,når,NULL,chiangin,چون,rehefa,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,llig,keď,kadar,kana,markaan,cuando,kad,wakati,när,ܘܡܐ,నప,pagdating,เม,NA,NULL,як,cuando,wode,NULL,ke,ekufikeni
b.1CO.16.5a,now i will come unto you when i shall pass through macedonia for i do pass through macedonia,when,atumningkia,nadat,NULL,pasi,jnda,متى,NA,bada,ju,NULL,NULL,tapus,NA,既,mɨ,ꮉꮟꮩꮒᏸꮓ,NA,NA,noneajeitempi,ⲉϣⲱⲡ,lè,když,når,wenn,NULL,waati,NULL,kiam,NULL,hafi,kuljettuani,quand,takiloli,NA,þan,ὅταν,αφου,ય,NULL,kad,mikor,setelah,er,dopo,lahwi,NULL,NULL,syenna,NA,NULL,cum,kad,NULL,aj,ina,ह,NULL,NULL,NULL,nadat,når,ᐁᐃᔑᐊᔮᒀᒥᓯᒡ,chiangin,چون,rehefa,gdy,depois,NA,oti,aretak,NULL,kana,după,когда,llig,keď,kadar,kana,markaan,cuando,kad,baada,sedan,ܡܐ,నప,pagkaraan,NULL,NA,sonra,як,cuando,aadhdhaidda,bu,xa,nxa
b.1CO.16.12a,as touching our brother apollos i greatly desired him to come unto you with the brethren but his will was not at all to come at this time but he will come when he shall have convenient time,when,NULL,wanneer,NULL,kur,quia,متى,NA,NULL,NULL,се,tek,unya,NA,NULL,lajeeˇ,ꮾꮣꭶꮇꮵ,NA,NA,NULL,ⲁϥϣⲁⲛϫⲉⲙ,NULL,když,når,wenn,NULL,waati,tɛ,kiam,kui,emegbe,kun,quand,orasi,NA,biþe,ὅταν,οταν,ર,जब,kad,mihelyt,kalau,er,quando,yet,NULL,NULL,m,NA,권하되,cum,NULL,tinkamą,NULL,wa,व,NULL,ल,ijcuac,als,når,NULL,chiangin,چون,rehefa,gdy,quando,NA,NULL,aretak,huasha,kana,cînd,когда,akud,keď,kadar,NULL,markuu,cuando,kad,NULL,när,ܐܡܬܝ,నప,NULL,เม,NA,NULL,як,cuando,wode,ne,xa,nxa
b.2CO.1.17a,when i therefore was thus minded did i use lightness or the things that i purpose do i purpose according to the flesh that with me there should be yea yea and nay nay,when,NA,NULL,NA,kur,quia,NULL,NA,haur,NA,NULL,tek,NULL,NA,NULL,mɨ,ꮎꮝꭹꮓ,NA,NA,NULL,ⲫⲁⲓ,lè,když,når,da,NA,waato,waatʋ,kiam,kui,ne,kun,NULL,NULL,NA,NA,NA,NULL,NULL,NULL,kad,NULL,waktu,er,NULL,yet,NULL,NA,mi,NA,때에,cum,kad,NULL,tej,i,ह,အခ,ल,ijcuac,NULL,da,NA,laiin,چون,raha,NULL,ora,NA,NULL,NULL,NULL,kana,NULL,NULL,NULL,keď,ko,zvino,markaan,siendo,kad,NULL,NULL,NULL,NULL,nang,นเม,NA,NULL,бажаючи,NULL,wode,ba,xa,NULL
b.2CO.2.3a,and i wrote this same unto you lest when i came i should have sorrow from them of whom i ought to rejoice having confidence in you all that my joy is the joy of you all,when,NA,by,NA,kur,NULL,اذا,NA,tristitiaric,NA,защото,NULL,inig,NA,候,NULL,NULL,NA,NA,NULL,NULL,lè,NULL,når,wenn,NA,waati,NULL,NULL,NULL,hafi,NULL,comme,orasi,NA,NA,NA,οταν,ય,NULL,kada,mikor,kalau,er,che,yet,NULL,NA,NULL,NA,무리를,cum,atnākot,neturėčiau,NULL,NULL,NULL,အခ,जब,NULL,NULL,når,NA,NULL,NULL,rehefa,NULL,chegando,NA,ane,NULL,imahoras,kana,cum,NULL,NULL,keď,ko,kana,NULL,cuando,kad,NULL,NULL,ܟܕ,నప,pagdating,าเม,NA,geldiğimde,NULL,cuando,wode,noonu,kwakona,ekufikeni
b.2CO.2.12a,furthermore when i came to troas to preach christ s gospel and a door was opened unto me of the lord,when,NA,toe,NA,kur,quia,لما,NA,NULL,NA,NULL,tek,sa,NA,NULL,mɨ,NULL,NA,NA,NULL,ⲇⲉ,lè,když,da,da,NA,waato,waatʋ,kiam,kui,esi,NULL,lorsque,orasi,NA,NA,NA,δε,NULL,जब,kada,mikor,waktu,er,NULL,hayet,NULL,NA,mi,NA,NULL,cum,kad,kai,tej,i,व,အခ,NULL,ijcuac,toen,da,NA,huan,چون,rehefa,gdym,quando,NA,NULL,aretak,pactamusha,kana,cînd,NULL,llig,keď,ko,zvino,markaan,cuando,kad,NULL,NULL,ܟܕ,నప,nang,เม,NA,geldiğimde,ж,cuando,wode,NULL,kaloku,mhla
b.2CO.3.15a,but even unto this day when moses is read the vail is upon their heart,when,NA,wanneer,NA,kur,quia,حين,NA,denean,NA,като,tek,sa,NA,候,mɨ,ꭲᏻꮓ,NA,NA,NULL,ⲉϣⲱⲡ,fwa,když,når,wenn,NA,waati,NULL,kiam,kui,ne,kun,quand,NULL,NA,NA,NA,οταν,ય,जब,kad,mikor,bila,hvenær,quando,hayet,NULL,NA,m,NA,때에,cum,kad,kai,tjaw,NULL,ह,အခ,जब,ijcuac,als,når,NA,chiang,وقتی,raha,gdy,que,NA,ane,aretak,NULL,NULL,cînd,когда,NULL,kedykoľvek,kadarkoli,kana,markii,vez,kad,isomwapo,då,ܐܡܬܝ,నప,kailan,NULL,NA,NULL,коли,cuando,wode,NULL,xenikweni,nxa
b.2CO.3.16a,nevertheless when it shall turn to the lord the vail shall be taken away,when,NA,wanneer,NA,kur,quia,عندما,NA,conuertitu,NA,исус,tek,diha,NA,時,mɨ,ꭴꭼꮻᏻꭿᏹ,NA,NA,NULL,ⲇⲉ,lè,jakž,når,wenn,NA,waati,ɩlɛna,kiam,kui,enumake,kun,lorsque,nakoso,NA,NA,NA,οταν,ય,जब,kad,mikor,kalau,þegar,quando,yet,NULL,NA,m,NA,NULL,cum,bet,kai,NULL,NULL,ह,အခ,जब,ijcuac,als,når,NA,chiangun,هرگاه,raha,gdyby,NULL,NA,ane,aretak,NULL,kana,oridecîteori,когда,NULL,NULL,kadar,NULL,markii,cuando,kad,wakati,när,ܘܐܡܬܝ,డ,kailan,เม,NA,zaman,як,cuando,wode,saa,xenikweni,nxa
