	eng	acu	afr	ake	alb	amu	ara	arm	baq	bsn	bul	cak	ceb	cha	chi	chq	chr	chu	cjp	cni	cop	crp	cze	dan	deu	dik	dje	dop	epo	est	ewe	fin	fra	gbi	glv	got	grc	gre	guj	hin	hrv	hun	ind	isl	ita	jak	jap	jiv	kab	kbh	kor	lat	lav	lit	mam	mao	mar	mya	nep	nhg	nld	nor	ojb	pck	pes	plt	pol	por	pot	ppk	quc	quw	rom	rum	rus	shi	slk	slv	sna	som	spa	srp	ssw	swe	syr	tel	tgl	tha	tmh	tur	ukr	usp	wal	wol	xho	zul
b.HEB.7.10a	when	NA	toe	NA	NULL	xjeⁿ	حين	NA	NULL	NA	NULL	tek	sa	NA	候	NULL	ꮎꭿᏻ	NA	NA	NA	ⲉⲧⲁϥⲓ	lè	když	da	da	ɣɔn	waato	saa	kiam	kui	esi	kun	lorsque	NULL	NA	NA	ὅτε	οτε	NULL	समय	kad	mikor	waktu	þegar	quando	yet	NULL	NULL	NULL	NA	때에	quando	kad	kai	tej	NULL	व	NULL	जब	ijcuac	toen	da	ᐊᐲ	lai	هنگامی	NULL	gdy	quando	NA	nto	aretak	NULL	kana	cînd	когда	NULL	keď	ko	NULL	kolkii	cuando	kad	wakati	när	ܟܕ	నప	nang	ขณะท	NA	NULL	як	cuando	wode	bi	NULL	NULL
b.HEB.7.27a	when	ainau	toe	NA	NULL	NULL	اذ	NA	NULL	na	когато	ri	sa	NA	NULL	NULL	ꮎꭿᏻ	NA	NA	NULL	NULL	lè	NULL	da	da	te	waato	waatʋ	NULL	kui	esi	NULL	en	NULL	NA	NA	NULL	οτε	ર	NULL	NULL	NULL	ketika	er	se	NULL	NULL	tura	NULL	NA	NULL	NULL	NULL	NULL	tej	i	व	NULL	NULL	ijcuac	toen	da	NULL	nung	هنگامی	raha	NULL	quando	NA	nto	aretak	NULL	kana	cînd	NULL	llig	že	ko	NULL	markuu	vez	kad	wakati	när	NULL	తర	nang	NULL	NA	sonra	NULL	cuando	wode	bi	NULL	mhla
b.HEB.8.5a	when	aints	toe	a	NULL	quia	NULL	NA	çuenean	na	NULL	tek	NULL	NA	候	ie	ꮎꭿᏻ	NA	NA	NULL	NULL	lè	když	da	da	ɣɔn	waato	saa	NULL	kui	NULL	kun	lorsqu	orasi	NA	NA	NULL	οτε	ય	NA	kad	mikor	ketika	er	quando	hayet	NULL	nuna	mi	NA	때에	cum	kad	kai	tej	NULL	NULL	NULL	जब	ijcuac	als	da	ᐊᐲ	lai	هنگامی	rehefa	gdy	quando	NA	kako	aretak	NULL	NULL	cînd	когда	llig	keď	ko	wakati	kolkuu	cuando	kad	wakati	när	ܟܕ	నప	nang	นเม	NA	NULL	як	cuando	NULL	ba	xa	NULL
b.HEB.8.8a	when	NULL	dat	NULL	që	xjeⁿ	حين	NA	NULL	i	NULL	tek	NULL	NA	NULL	NULL	NULL	NA	NA	NULL	NULL	NULL	NULL	da	daß	ɣɔn	kaŋ	kɔma	kiam	mil	esi	jolloin	où	NULL	NA	NA	καὶ	και	ર	NULL	kad	NULL	NULL	er	quando	NULL	NULL	NULL	asmi	NA	NULL	NULL	un	kai	aj	NULL	व	သည	जब	ijcuac	dat	da	ᐊᐲ	chiangin	که	NULL	gdy	que	NA	NULL	aretak	imahoras	kana	cînd	когда	NULL	a	NULL	NULL	NULL	NULL	i	ambapo	då	NULL	ప	na	NULL	NA	NULL	і	NULL	NULL	bi	NULL	lapho
b.HEB.8.9a	when	NULL	toe	tai	duke	quia	NULL	NA	NULL	i	NULL	tek	sa	NA	候	mɨ	ꮎꭿᏻ	NA	NA	NULL	NULL	lè	když	da	da	ɣɔn	kaŋ	waatʋ	kiam	mil	esi	kun	où	orasi	NA	NA	NULL	ην	NULL	जब	kad	mikor	waktu	er	cui	yet	NULL	tura	asmi	NA	NULL	NULL	kad	kai	tej	NULL	ह	အခ	जब	ijcuac	dat	da	NULL	NULL	که	NULL	NULL	que	NA	nto	NULL	NULL	kana	cînd	когда	llig	keď	ko	NULL	NULL	que	kad	NULL	då	NULL	NULL	na	เม	NA	NULL	як	cuando	wode	NULL	NULL	mhla
b.HEB.9.6a	when	umisar	nadat	NULL	mbasi	quia	اذ	NA	içanic	NULL	NULL	tek	na	NA	既	tɨˊ	NULL	NA	NA	ari	ⲇⲉ	lè	když	idet	da	te	za	ɣʋ	kiam	NULL	ne	kun	NULL	NULL	NA	NA	NULL	δε	ય	जब	pošto	NULL	NULL	er	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	kad	NULL	NULL	ka	व	အခ	ल	NULL	toen	nu	NULL	huan	چون	rehefa	gdy	estando	NA	NULL	NULL	NULL	kana	după	при	llig	keď	NULL	NULL	NULL	NULL	kad	NULL	NULL	NULL	నప	NULL	NULL	NA	NULL	як	NULL	wode	ba	NULL	NULL
b.HEB.9.19a	when	NULL	toe	tai	NULL	quia	NULL	NA	NULL	NULL	като	tek	diha	NA	NULL	mɨ	NULL	NA	NA	NULL	ⲉⲧⲁ	apre	když	da	als	te	waato	ɩlɛna	NULL	kui	esi	kun	après	NULL	NA	NA	NULL	αφου	NULL	जब	pošto	mikor	sesudah	þegar	dopo	hayet	NULL	nuyá	mi	NA	후에	NULL	NULL	NULL	tej	NULL	ज	သ	ल	NULL	toen	da	ᐊᐲ	nungin	چون	rehefa	gdy	havendo	NA	NULL	NULL	NULL	kana	după	NULL	llig	keď	ko	NULL	markii	habiendo	kad	NULL	sedan	ܟܕ	NULL	nang	าเม	NA	NULL	як	cuando	guyyiyan	NULL	kuthe	NULL
b.HEB.10.5a	when	jesús	as	tai	NULL	quia	عند	NA	NULL	na	NULL	tek	ni	NA	時	mɨ	NULL	NA	NA	NULL	NULL	lè	NULL	idet	da	te	waato	waatʋ	NULL	NULL	esi	tullessaan	NULL	NA	NA	NA	NULL	NULL	ય	समय	NULL	NULL	waktu	þegar	NULL	yet	NULL	NULL	mi	ora	때에	NULL	NULL	NULL	tej	NULL	ह	အခ	जब	ijcuac	toen	idet	ᐊᐲ	laiin	هنگامی	nony	NULL	entrando	NA	NA	aretak	NULL	kana	cînd	NULL	llig	NULL	NULL	NULL	kolkuu	NULL	NULL	alipokuwa	NULL	ܟܕ	నప	pagpasok	นเม	NA	NULL	же	cuando	NULL	bi	akungena	NULL
b.HEB.10.8a	when	NULL	nadat	NULL	NULL	NULL	اذ	NA	NULL	na	NULL	NULL	pag	NA	NULL	NULL	NULL	NA	NA	NULL	NULL	NULL	NULL	medens	nachdem	te	NULL	NULL	NULL	NULL	NULL	kun	après	NULL	NA	NA	NULL	αφου	ર	NULL	pošto	NULL	NULL	NULL	dopo	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	व	NULL	ग	NULL	nadat	idet	ᑕᔥ	NULL	چون	rehefa	NULL	tendo	NA	NULL	NULL	NULL	NULL	ce	сказав	in	keď	NULL	NULL	NULL	habiendo	NULL	NULL	sedan	NULL	తర	NULL	เม	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL
b.HEB.11.8a	when	NULL	toe	tai	NULL	quia	لما	NA	NULL	NULL	когато	tek	NULL	NA	候	mɨ	ꮎꭿᏻ	NA	NA	NULL	NULL	lè	NULL	da	da	ɣɔn	waato	NULL	NULL	kui	esi	kun	NULL	NULL	NA	NA	NULL	οτε	ય	जब	NULL	mikor	ketika	er	NULL	hayet	NULL	tura	mi	NULL	때에	NULL	NULL	kai	tej	i	ज	အခ	NULL	ijcuac	toen	da	NULL	laiin	چون	rehefa	będąc	sendo	NA	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	ko	wakati	kolkii	cuando	kad	NULL	när	ܟܕ	నప	nang	เม	NA	NULL	NULL	cuando	wode	bi	NULL	NULL
b.HEB.11.11a	when	NULL	toe	NULL	por	jnda	NULL	NA	NULL	agu	NULL	ri	NULL	NA	NULL	NULL	ꮏꮙ	NA	NA	irosati	ⲟⲩⲟϩ	NULL	když	NULL	daß	waan	alwaato	tɛma	post	NULL	esi	NULL	qu	NULL	NA	NA	NULL	NULL	ય	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	chora	NULL	NULL	ka	NULL	NULL	NULL	ह	အခ	NULL	NULL	toen	da	NULL	NULL	وقت	rehefa	NULL	NULL	NA	NULL	NULL	NULL	kana	NULL	и	iwrri	NULL	NULL	NULL	NULL	cuando	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NA	NULL	NULL	NULL	NULL	ba	NULL	NULL
b.HEB.11.17a	when	NULL	toe	tai	se	chii	NULL	NA	cenean	NULL	като	tek	NULL	NA	候	mɨ	ꮎꭿᏻ	NA	NA	ari	NULL	NULL	NULL	da	da	NULL	waato	waatʋ	NULL	kui	esi	NULL	lorsqu	NA	NA	NA	NULL	οτε	NA	समय	NULL	NULL	ketika	er	NULL	yet	NULL	NULL	mi	jëtschuayama	때에	cum	kad	kai	tej	NULL	ह	အခ	NA	ijcuac	toen	dengang	ᐊᐲ	NULL	چون	raha	NULL	sendo	NA	NA	aretak	NULL	kana	cînd	NULL	llig	NULL	ko	NULL	kolkii	cuando	kad	wakati	när	NULL	NULL	nang	เม	NA	zaman	NULL	NULL	wode	bi	NULL	NULL
b.HEB.11.21a	when	NULL	terwyl	tai	si	quia	عند	NA	NULL	NULL	NULL	tek	NULL	NA	候	tɨˊ	ꮏꮙ	NA	NA	NULL	NULL	NULL	NULL	NULL	da	ɣɔn	waato	wei	NULL	NULL	esime	NULL	NULL	orasi	NA	NA	NULL	NULL	NULL	समय	NULL	NULL	NULL	er	NULL	hayet	NULL	NULL	NULL	ora	때에	NULL	NULL	NULL	tej	i	ह	အခ	NULL	ijcuac	NULL	og	ᐋᔕ	NULL	وقت	rehefa	NULL	quando	NA	NULL	aretak	pactarijpi	NULL	cînd	NULL	llig	NULL	NULL	NULL	markuu	cuando	NULL	NULL	NULL	ܟܕ	NULL	NULL	NULL	NA	NULL	NULL	cuando	NULL	nekkee	xa	NULL
b.HEB.11.22a	when	jeatak	NULL	a	si	quia	عند	NA	NULL	na	като	tek	na	NA	候	tɨˊ	ꮏꮙ	NA	NA	NULL	NULL	lè	NULL	NULL	da	ɣɔn	waato	waatʋ	cxe	NULL	esime	NULL	NULL	orasi	NA	NA	NULL	NULL	ય	जब	NULL	NULL	ketika	NULL	NULL	yet	NULL	tura	NULL	ora	NULL	NULL	NULL	NULL	tej	i	NULL	အခ	NULL	ijcuac	NULL	NULL	ᐋᔕ	a	NULL	rehefa	NULL	estando	NA	nto	aretak	NULL	kana	cînd	при	llig	NULL	NULL	NULL	markii	al	NULL	NULL	när	ܟܕ	నప	nang	NULL	NA	NULL	NULL	cuando	NULL	nekkee	xa	NULL
b.HEB.11.23a	when	NULL	NULL	NULL	NULL	NULL	NULL	NA	cenean	bero	NULL	tek	sa	NA	NULL	mɨ	ꮎꭿᏻ	NA	NA	ari	NULL	apre	NULL	da	da	ɣɔn	waato	waalɩ	NULL	NULL	NULL	NULL	NULL	NULL	NA	NA	NULL	αφου	ય	NULL	NULL	NULL	setelah	NULL	appena	hayet	NULL	NULL	mi	ora	때에	NULL	NULL	NULL	tej	i	ह	NULL	ल	ijcuac	NULL	NULL	NULL	laiin	چون	raha	NULL	logo	NA	NULL	aretak	NULL	kana	cînd	по	NULL	keď	ko	NULL	markuu	cuando	pošto	NULL	NULL	ܟܕ	నప	nang	เม	NA	NULL	NULL	cuando	guyyiyan	bi	uthe	NULL
b.HEB.11.24a	when	NULL	toe	tai	duke	quia	لما	NA	ia	NULL	NULL	tek	na	NA	NULL	mɨ	ꮏꮙ	NA	NA	ari	NULL	lè	NULL	da	da	te	waato	waatʋ	NULL	kui	esi	NULL	que	orasi	NA	NA	NULL	αφου	NULL	NULL	NULL	midõn	sesudah	er	NULL	hayet	NULL	NULL	mi	ora	NULL	NULL	NULL	NULL	tej	i	ह	အခ	ल	ijcuac	toen	da	ᐊᐲ	nung	چون	rehefa	będąc	sendo	NA	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	ko	NULL	markuu	cuando	kad	NULL	sedan	ܟܕ	నప	nang	คร	NA	NULL	бувши	cuando	guyyiyan	bi	uthe	NULL
b.HEB.11.31a	when	NULL	omdat	NULL	NULL	quia	اذ	NA	cituenean	to	NULL	tek	kay	NA	NULL	mɨ	NULL	NA	NA	NULL	NULL	NULL	NULL	NULL	da	ɣɔn	NULL	waatʋ	NULL	kui	esi	kun	NULL	de	NA	NA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	avendo	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	aj	NULL	ह	သည	NULL	NULL	NULL	da	ᐊᐲ	NULL	NULL	NULL	NULL	tendo	NA	nto	NULL	ricusha	NULL	NULL	и	NULL	NULL	ker	NULL	NULL	porque	NULL	NULL	eftersom	NULL	NULL	NULL	เม	NA	NULL	NULL	cuando	NULL	NULL	akuba	NULL
b.HEB.12.5a	when	NULL	as	tai	NULL	quia	اذا	NA	NULL	NULL	NULL	tek	diha	NA	候	mɨ	NULL	NA	NA	NULL	NULL	lè	když	når	wenn	te	waati	waatʋ	NULL	kui	NULL	kun	lorsqu	nakoso	NA	NA	NULL	NULL	ય	जब	kad	ha	kalau	er	quando	yet	NULL	NA	m	ora	때에	NULL	kad	NULL	aj	ina	ह	အခ	ल	ijcuac	als	når	ᐊᐲ	NULL	که	raha	gdy	quando	NA	NULL	aretak	imahoras	kana	cînd	когда	llig	keď	ko	kana	kolkuu	cuando	kad	NULL	när	ܐܡܬܝ	నప	kung	NULL	NA	NULL	NULL	cuando	wode	bu	NULL	nxa
b.HEB.12.17a	when	NULL	toe	tai	NULL	quia	لما	NA	NULL	ajicõari	а	tek	na	NA	NULL	mɨ	NULL	NA	NA	NA	NULL	lè	NULL	da	da	ɣɔn	NULL	kɔma	kiam	kui	esi	kun	NULL	de	NA	NA	NULL	θελων	ય	जब	kad	mikor	NULL	þegar	quando	yet	NULL	tura	mi	NULL	NULL	NULL	bet	NULL	tej	i	ह	အခ	वल	ijcuac	toen	da	NULL	NULL	وقتی	raha	gdy	depois	NA	NULL	aretak	NULL	kana	cînd	NULL	NULL	keď	ko	NULL	kolkuu	que	kad	NULL	när	ܟܕ	తర	pagkatapos	NULL	NA	NULL	як	cuando	guyyiyan	ba	wathi	NULL
b.JAM.1.2a	when	NULL	wanneer	tai	NULL	NULL	حينما	NA	çaiteztenean	NULL	NULL	tek	diha	NA	NULL	mɨ	ꭲᏻꮓ	NA	NA	NULL	ⲉϣⲱⲡ	lè	NULL	når	wenn	te	waati	kɔma	kiam	kui	ne	kun	NULL	NULL	NA	NA	ὅταν	οταν	NULL	जब	kad	mikor	kalau	er	quando	hayet	NULL	NULL	m	ora	NULL	cum	ka	kai	NULL	ina	ज	အခ	जब	ijcuac	NULL	når	NULL	chiang	وقتی	raha	gdy	NULL	NA	ane	aretak	NULL	kana	cînd	когда	akud	keď	kadar	kana	NULL	cuando	kad	NULL	när	ܟܕ	NULL	kung	เม	NA	NULL	коли	cuando	wode	NULL	xa	nxa
b.JAM.1.12a	when	NULL	as	NULL	NULL	quia	اذا	NA	NULL	NULL	NULL	tek	human	NA	NULL	NULL	NULL	NA	NA	NULL	NULL	lè	když	når	nachdem	te	waati	waatʋ	kiam	kui	ne	kun	après	orasi	NA	NA	NULL	αφου	ય	NULL	NULL	minekutána	sesudah	þegar	NULL	hayet	NULL	NULL	m	chë	NULL	cum	NULL	kai	ajtzin	no	ज	NULL	पछ	ijcuac	als	når	NULL	nungin	چون	rehefa	gdy	depois	NA	NULL	aretak	huasha	kana	dupăce	быв	llig	keď	ko	kana	goortii	cuando	kad	NULL	när	ܕܡܐ	ప	NULL	เพราะเม	NA	NULL	NULL	NULL	guyyiyan	boo	yakuba	NULL
b.JAM.1.13a	when	NULL	as	tai	si	quia	اذا	NA	denean	NULL	а	ri	diha	NA	NULL	mɨ	ꭲᏻꮓ	NA	NA	NULL	NULL	lè	když	når	wenn	te	waati	wei	kiam	NULL	ne	NULL	lorsqu	NULL	NA	NA	NULL	οτι	ય	जब	NULL	mikor	kalau	er	quando	hayet	NULL	NULL	m	NULL	때에	cum	to	NULL	tok	ina	ह	NULL	ल	ijcuac	dat	når	ᐊᐲ	laiin	چون	raha	gdy	sendo	NA	NULL	aretak	imahoras	kana	cînd	NULL	ig	keď	ko	NULL	kolkii	cuando	kad	NULL	när	ܟܕ	నప	pagka	NULL	NA	NULL	ж	cuando	wode	bu	NULL	NULL
b.JAM.1.14a	when	NULL	as	NULL	NULL	quia	اذا	NA	denean	NULL	NULL	NULL	diha	NA	NULL	NULL	ꭲᏻꮓ	NA	NA	impoiji	NULL	lè	NULL	når	wenn	te	waati	NULL	kiam	kui	NULL	NULL	quand	NULL	NA	NA	NULL	NULL	ય	चकर	NULL	mikor	kalau	er	NULL	NULL	NULL	NULL	NULL	ora	NULL	NULL	to	NULL	NULL	i	व	NULL	ल	ijcuac	NULL	idet	NULL	un	وقتی	raha	gdy	quando	NA	ane	aretak	NULL	kana	cînd	NULL	NULL	NULL	ko	kana	NULL	cuando	NULL	NULL	NULL	NULL	NULL	pagka	เม	NA	NULL	NULL	NULL	wode	ba	NULL	NULL
b.JAM.1.15a	when	NULL	as	tai	NULL	quia	اذا	NA	NULL	NULL	NULL	NULL	na	NA	NULL	NULL	NULL	NA	NA	NULL	NULL	NULL	když	når	wenn	te	waati	NULL	NULL	kui	emegbe	kun	lorsqu	NULL	NA	NA	NULL	αφου	NULL	NULL	NULL	a	kalau	þegar	NULL	yet	NULL	NULL	NULL	NULL	NULL	cum	NULL	NULL	NULL	i	NULL	NULL	जब	NULL	NULL	når	NULL	NULL	NULL	rehefa	NULL	havendo	NA	ane	NULL	huasha	antunchi	cînd	NULL	ig	keď	ko	kana	kolkuu	después	NULL	NULL	när	NULL	NULL	kung	NULL	NA	NULL	NULL	NULL	NULL	bu	yakuba	NULL
b.JAM.1.15b	when	NULL	as	tai	NULL	quia	اذا	NA	NULL	NULL	NULL	NULL	na	NA	NULL	NULL	NULL	NA	NA	NULL	NULL	NULL	když	når	wenn	te	waati	NULL	NULL	kui	emegbe	kun	lorsqu	NULL	NA	NA	NULL	αφου	NULL	NULL	NULL	a	kalau	þegar	NULL	yet	NULL	NULL	NULL	NULL	NULL	cum	NULL	NULL	NULL	i	NULL	NULL	जब	NULL	NULL	når	NULL	NULL	NULL	rehefa	NULL	havendo	NA	ane	NULL	huasha	antunchi	cînd	NULL	ig	keď	ko	kana	kolkuu	después	NULL	NULL	när	NULL	NULL	kung	NULL	NA	NULL	NULL	NULL	NULL	bu	yakuba	NULL
b.JAM.2.21a	when	NULL	toe	tai	NULL	NULL	اذ	NA	NULL	na	ако	ri	sa	NA	NULL	mɨ	NULL	NA	NA	NULL	NULL	lè	NULL	da	da	ɣɔn	waato	waatʋ	NULL	kui	esi	kun	lorsqu	NULL	NA	NA	NULL	οτε	ય	जब	kad	NULL	waktu	er	quando	NULL	NULL	NULL	m	ora	때에	NULL	kad	NULL	tej	i	ह	အခ	जब	ijcuac	dat	da	ᐊᐲ	laiin	وقتی	NULL	gdy	quando	NA	NULL	NULL	NULL	kana	cînd	NULL	ig	NULL	ko	nguva	goortuu	cuando	kad	wakati	när	NULL	నప	NULL	NULL	NA	NULL	NULL	cuando	wode	NULL	NULL	NULL
b.JAM.2.25a	when	turamtai	toe	tai	se	NULL	اذ	NA	NULL	acõari	NULL	NULL	sa	NA	NULL	ˈˉguɨ	NULL	NA	NA	NULL	NULL	lè	NULL	da	da	ɣɔn	waato	waatʋ	kiam	kui	esi	kun	lorsqu	de	NA	NA	NULL	οτε	ય	जब	kad	mikor	ketika	er	NULL	NULL	NULL	NULL	asm	chents	때에	NULL	NULL	kai	tej	i	ज	အခ	जब	ijcuac	NULL	da	NULL	laiin	وقتی	raha	gdy	quando	NA	NULL	aretak	imahoras	NULL	cînd	NULL	NULL	keď	ko	nguva	kolkay	cuando	kad	NULL	när	NULL	నప	NULL	เม	NA	NULL	NULL	cuando	wode	naka	NULL	NULL
b.1PE.1.11a	when	NA	toe	NA	NULL	NULL	اذ	NA	NULL	NA	и	tek	sa	NA	候	mɨ	NULL	NA	NA	NULL	ⲉⲧⲁ	apre	NULL	når	und	NA	d	NULL	NULL	kui	esi	NULL	et	de	NA	NA	NULL	οτε	ય	NULL	NULL	NULL	sesudah	er	quando	yet	NULL	NA	NA	NA	시	NULL	NULL	NULL	tej	i	NULL	အခ	ल	ijcuac	wanneer	når	NA	laiin	چون	raha	NULL	ao	NA	ane	aretak	NULL	kana	cînd	когда	llig	ktorý	NULL	nguva	markuu	después	NULL	wakati	när	NULL	నప	nang	เม	NA	NULL	NULL	cuando	NULL	kañ	NULL	NULL
b.1PE.2.20a	when	NA	wanneer	NA	NULL	quia	NULL	NA	eguinic	NA	и	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	NULL	ⲟⲩⲟϩ	lè	NULL	når	NULL	NA	d	NULL	kaj	NULL	NULL	NULL	NULL	NULL	NA	NA	καὶ	NULL	ય	NULL	NULL	NULL	NULL	er	NULL	NULL	NULL	NA	imi	NA	NULL	peccantes	kad	kai	NULL	NULL	NULL	NULL	NULL	NULL	als	når	NA	NULL	هنگامی	raha	NULL	quando	NA	NULL	NULL	nishca	NULL	cînd	когда	NULL	NULL	NULL	NULL	markii	cuando	NULL	NULL	när	ܕܝܢ	నప	at	NULL	NA	NULL	NULL	NULL	wode	NULL	ukuba	lapho
b.1PE.2.20b	when	NA	wanneer	NA	NULL	quia	NULL	NA	eguinic	NA	и	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	NULL	ⲟⲩⲟϩ	lè	NULL	når	NULL	NA	d	NULL	kaj	NULL	NULL	NULL	NULL	NULL	NA	NA	καὶ	NULL	ય	NULL	NULL	NULL	NULL	er	NULL	NULL	NULL	NA	imi	NA	NULL	peccantes	kad	kai	NULL	NULL	NULL	NULL	NULL	NULL	als	når	NA	NULL	هنگامی	raha	NULL	quando	NA	NULL	NULL	nishca	NULL	cînd	когда	NULL	NULL	NULL	NULL	markii	cuando	NULL	NULL	när	ܕܝܢ	నప	at	NULL	NA	NULL	NULL	NULL	wode	NULL	ukuba	lapho
b.1PE.2.23a	when	NA	toe	NA	si	quia	اذ	NA	NULL	NA	а	tek	NULL	NA	NULL	mɨ	NULL	NA	NA	NULL	NULL	lè	když	da	da	NA	kaŋ	NULL	NULL	NULL	esi	NULL	NULL	NULL	NA	NA	NULL	NULL	ય	नकर	NULL	NULL	waktu	er	NULL	hayet	NULL	NA	NULL	NA	NULL	cum	kad	NULL	tej	ka	व	NULL	ल	ijcuac	als	når	NA	laiin	چون	raha	gdy	sendo	NA	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	NULL	wakati	markii	cuando	kad	NULL	när	NULL	ప	nang	เม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
b.1PE.2.23b	when	NA	toe	NA	si	quia	اذ	NA	NULL	NA	а	tek	NULL	NA	NULL	mɨ	NULL	NA	NA	NULL	NULL	lè	když	da	da	NA	kaŋ	NULL	NULL	NULL	esi	NULL	NULL	NULL	NA	NA	NULL	NULL	ય	नकर	NULL	NULL	waktu	er	NULL	hayet	NULL	NA	NULL	NA	NULL	cum	kad	NULL	tej	ka	व	NULL	ल	ijcuac	als	når	NA	laiin	چون	raha	gdy	sendo	NA	NULL	aretak	NULL	kana	cînd	NULL	llig	keď	NULL	wakati	markii	cuando	kad	NULL	när	NULL	ప	nang	เม	NA	NULL	NULL	cuando	NULL	bi	NULL	NULL
b.1PE.3.20a	when	NA	toe	NA	dhe	NULL	حين	NA	NULL	NA	NULL	xe	diha	NA	時	NULL	ꮎꭿᏻ	NA	NA	ari	ϩⲟⲧⲉ	lè	když	NULL	da	NA	waato	wei	kiam	kui	esime	kun	lorsque	NULL	NA	NA	NA	οτε	ય	जब	kad	mikor	itu	þegar	quando	NULL	NULL	NA	asm	NA	때에	quando	kad	kai	tej	NULL	व	NULL	वल	ijcuac	toen	da	NA	a	که	fony	gdy	quando	NA	NULL	aretak	imahoras	kana	cînd	NULL	NULL	keď	ko	panguva	markii	cuando	kad	NULL	när	ܟܕ	నప	nang	NULL	NA	NULL	як	NULL	NULL	fekk	xenikweni	lapho
b.1PE.4.3a	when	NA	het	NA	që	NULL	NULL	NA	NULL	NA	когато	tek	sa	NA	候	mɨ	ꮎꭿᏻ	NA	NA	NULL	NULL	lè	NULL	idet	da	NA	NULL	NULL	kaj	kui	NULL	NULL	en	so	NA	NA	NA	οτε	ય	NULL	NULL	NULL	NULL	NULL	NULL	hayet	NULL	NA	NULL	NA	NULL	NULL	NULL	NULL	NULL	i	त	NULL	हर	NULL	NULL	idet	NA	NULL	NULL	NULL	NULL	NULL	NA	nto	NULL	imahoras	NULL	NULL	NULL	NULL	keď	NULL	NULL	markii	habiendo	NULL	ya	NULL	NULL	చ	at	NULL	NA	NULL	NULL	cuando	NULL	NULL	NULL	NULL
b.1PE.4.13a	when	NA	NULL	NA	NULL	quia	NULL	NA	NULL	NA	когато	tek	na	NA	候	mɨ	ꮎꮝꭹꮓ	NA	NA	ari	NULL	lè	NULL	NULL	NULL	NA	alwaato	mpʋ	NULL	NULL	ne	NULL	lorsque	orasi	NA	NA	NA	οταν	ય	समय	NULL	NULL	kalau	NULL	NULL	hayet	NULL	NA	asm	NA	때에	NULL	un	kai	aj	NULL	NULL	အခ	जब	ijcuac	dat	NULL	NA	chiangin	NULL	NULL	NULL	que	NA	rata	aretak	NULL	kana	NULL	NULL	llig	NULL	NULL	NULL	NULL	NULL	kad	wakati	NULL	NULL	నప	NULL	าเม	NA	NULL	і	cuando	wode	bés	NULL	kuthi
b.1PE.5.4a	when	NA	wanneer	NA	NULL	quia	ومتى	NA	aguer	NA	NULL	tek	NULL	NA	候	mɨ	NULL	NA	NA	NULL	ⲉϣⲱⲡ	lè	když	når	wenn	NA	waati	kɔma	kiam	kui	ne	NULL	lorsque	NULL	NA	NA	NA	οταν	જ	जब	kad	mikor	waktu	þegar	quando	hayet	NULL	NA	asm	NA	때에	cum	kad	kai	aj	NULL	ज	အခ	जब	ijcuac	NULL	når	NA	NULL	وقتی	rehefa	gdy	quando	NA	ane	aretak	imahoras	kana	cînd	когда	llig	keď	ko	kana	NULL	al	kad	wakati	när	ܕܟܕ	నప	NULL	และเม	NA	NULL	як	cuando	wode	noonu	NULL	nxa
b.2PE.1.16a	when	NA	toe	NA	kur	quia	اذ	NA	NULL	NA	когато	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	jesoshi	NULL	lè	NULL	da	da	NA	NULL	NULL	NULL	NULL	esi	NULL	que	orasi	NA	NA	NA	NULL	ય	जब	NULL	NULL	waktu	er	NULL	NULL	NULL	NA	mi	NA	NULL	NULL	NULL	NULL	NULL	NULL	ह	အခ	NULL	ijcuac	toen	da	NA	NULL	چون	raha	NULL	quando	NA	NULL	NULL	NULL	NULL	NULL	NULL	llig	keď	ko	nguva	markii	NULL	NULL	NULL	när	ܟܕ	NULL	NULL	าเม	NA	NULL	NULL	cuando	be7idi	bi	NULL	lapho
