sent_id,context,eng,acu,afr,ake,alb,amh,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,gla,glv,got,grc,gre,guj,heb,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.ROM.5.10,"for if , when we were enemies , we were reconciled to god by the death of his son , much more , being reconciled , we shall be saved by his life .",when,NULL,terwyl,',ndërsa,NULL,xjeⁿ,NULL,NA,guinela,NULL,когато,tek,diha,NA,候,lajeeˇ,NULL,NA,ra,NULL,NULL,lè,NULL,da,da,na,waato,NULL,estante,kui,esi,kun,lorsque,NULL,NA,NA,NA,NULL,NULL,ય,NULL,NULL,dok,mikor,NULL,er,quando,yet,NULL,NULL,asm,ora,때에,cum,kad,kai,NULL,wa,ijcuac,NULL,da,ᑕᔥ,laia,که,fony,będąc,quando,NA,NULL,aretak,",",NULL,cînd,NULL,llig,keď,ko,NULL,NULL,cuando,kad,",",medan,ܟܕ,noong,่,NA,NULL,ворогами,cuando,guyyiyan,NULL,NULL,NULL
b.ROM.5.13,( for until the law sin was in the world : but sin is not imputed when there is no law .,when,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b.ROM.6.20,"for when ye were the servants of sin , ye were free from righteousness .",when,NULL,toe,tai,kur,NULL,NULL,لما,NA,NULL,NULL,NULL,tek,dihang,NA,候,˜,ꮎꭿᏻᏸꮓ,NA,NULL,NULL,ϩⲟⲧⲉ,lè,když,da,da,waan,waato,waatʋ,kiam,kui,esi,kun,lorsque,NULL,NA,NA,NA,ὅτε,οτε,ય,כי,जब,kad,mikor,waktu,þegar,quando,hayet,NULL,NULL,asmi,NA,때에는,cum,kamēr,NULL,tej,i,ijcuac,toen,dengang,ᐊᐲ,lai,زیراهنگامی,fony,NULL,quando,NA,NULL,aretak,shinajpi,kana,cînd,когда,llig,keď,ko,panguva,markaad,cuando,kad,mlipokuwa,medan,ܟܕ,nang,อท,NA,NULL,коли,cuando,wode,ba,oko,lapho
b.ROM.7.5,"for when we were in the flesh , the motions of sins , which were by the law , did work in our members to bring forth fruit unto death .",when,",",toe,tai,kur,NULL,quia,لما,NA,NULL,̃,NULL,tek,sa,NA,候,˜,NULL,NA,ra,NULL,ⲉⲛϣⲟⲡ,lè,když,da,da,te,waato,waatʋ,dum,kui,esi,kun,lorsque,orasi,NA,NA,þan,ὅτε,οτε,ય,NULL,जब,dok,mikor,waktu,þegar,quando,yet,NULL,NULL,NULL,NA,때에는,cum,kamēr,NULL,tej,NULL,ijcuac,toen,da,ᐊᐲ,lai,وقتی,fony,gdyśmy,quando,NA,NULL,aretak,NULL,kana,cînd,когда,NULL,keď,ko,panguva,markii,mientras,kad,",",medan,ܟܕ,nang,าเม,NA,NULL,як,cuando,wode,ba,oko,kwathi
b.ROM.7.9,"for i was alive without the law once : but when the commandment came , sin revived , and i died .",when,NULL,toe,tai,kur,ጊዜ,quia,لما,NA,denean,̃,NULL,tek,abut,NA,NULL,mɨ,NULL,NA,mika,impoiji,NULL,lè,když,da,da,te,waato,ɩlɛna,kiam,kui,esi,kun,quand,orasi,NA,NA,NULL,ἐλθούσης,οτε,જ,וכאשר,जब,kad,eljövetelével,ketika,er,",",yet,NULL,tura,mi,NA,때에는,cum,kad,atėjus,tej,no,ijcuac,toen,da,NULL,takin,چون,rehefa,gdy,que,NA,we,aretak,shamujpi,kana,cînd,когда,llig,keď,ko,NULL,markii,cuando,kad,NULL,när,ܟܕ,nang,เม,NA,bilincine,як,cuando,wode,ba,uthe,kwathi
b.ROM.7.21,"i find then a law , that , when i would do good , evil is present with me .",when,",",as,tai,duke,NULL,quia,حينما,NA,haur,NULL,тъй,tek,dihang,NA,候,NULL,ꮎꮝꭹ,NA,ra,",",NULL,lè,když,da,NULL,kool,waati,NULL,kiam,kuigi,ne,itsessäni,quand,o,NA,NA,NULL,NULL,ενω,ય,NULL,जब,kad,a,kalau,er,quando,hayet,NULL,NULL,m,NA,깨달았노니,NULL,kad,kai,",",NULL,ijcuac,als,for,ᐊᐲ,laiin,وقتی,raha,gdy,",",NA,NULL,aretak,",",kana,cînd,когда,akud,NULL,kadar,kana,NULL,aunque,kad,kanuni,NULL,NULL,kung,่,NA,çıkarıyorum,коли,cuando,NULL,saa,NULL,NULL
b.ROM.9.10,"and not only this ; but when rebecca also had conceived by one , even by our father isaac ;",when,NULL,NULL,NULL,NULL,ጊዜ,NULL,NULL,NA,NULL,bero,NULL,tek,diha,NA,既,˜,NULL,NA,ra,",",NULL,NULL,NULL,da,da,te,waato,NULL,kiam,kui,rebeka,NULL,NULL,orasi,NA,NA,NULL,NULL,NULL,જ,כי,जब,NULL,egytõl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,autem,NULL,",",NULL,i,NULL,NULL,NULL,NULL,laiin,چون,NULL,gdy,",",NA,NULL,ri,rebeca,NULL,NULL,и,NULL,NULL,NULL,NULL,NULL,cuando,kad,NULL,när,ܟܕ,nang,NULL,NA,NULL,",",NULL,NULL,noonu,akubon,NULL
b.ROM.11.27,"for this is my covenant unto them , when i shall take away their sins .",when,",",as,tai,kur,NULL,quia,متى,NA,NULL,NULL,NULL,NULL,diha,NA,候,mɨ,ꮎꭿᏻ,NA,mika,",",ϩⲟⲧⲁⲛ,lè,když,når,wenn,kool,waati,waatʋ,kiam,kui,wo,kun,lorsque,NULL,NA,NA,þan,ὅταν,οταν,ય,NULL,जब,kad,midõn,waktu,þegar,quando,yet,、,NULL,m,ora,때에,cum,ka,kai,aj,ina,ijcuac,NULL,når,ᐊᐲ,chiangin,که,raha,gdy,quando,NA,NULL,aretak,NULL,kana,cînd,когда,akud,keď,kadar,musi,markaan,cuando,kad,wakati,när,NULL,pagka,เม,NA,NULL,коли,NULL,wode,bés,xa,lapho
b.ROM.13.11,"and that , knowing the time , that now it is high time to awake out of sleep : for now is our salvation nearer than when we believed .",when,shintawa,toe,tai,kur,ጊዜ,quia,حين,NA,dugunean,̃,NULL,NA,diha,NA,候,NA,NULL,NA,ra,",",ⲇⲉ,lè,když,da,da,waan,alwaato,tala,kiam,kui,NULL,kun,lorsque,NULL,NA,NA,þan,ὅτε,οτε,ય,כי,समय,kad,mikor,waktu,er,quando,NA,、,NULL,NULL,ora,가까왔음이니라,cum,kad,kai,NA,wa,NA,toen,dengang,ᑳᑮᐊᐲᓵᐸᑕᒣᑭᐸᓐ,lai,چون,vao,NULL,quando,NA,-,NA,NULL,kana,cînd,когда,̇,keď,kadar,NULL,markii,cuando,kad,wakati,då,ܕܟܕ,nang,่,NA,NULL,як,cuando,wodee,ba,",",NULL
b.ROM.15.28,"when therefore i have performed this , and have sealed to them this fruit , i will come by you into spain .",when,nunia,as,tʉpo,NULL,NULL,quia,فمتى,NA,acabatu,NULL,NULL,tek,na,NA,NULL,mɨ,ꮎꮝꭹꮓ,NA,mika,ari,NULL,lè,když,når,wenn,miak,waati,NULL,NULL,kui,ne,kun,dès,orasi,NA,NA,NA,NULL,αφου,ય,NULL,NULL,pošto,ha,kalau,þegar,NULL,lahwi,NULL,NULL,m,ora,NULL,cum,NULL,NULL,ajtzin,NULL,ijcuac,als,når,ᐊᐲ,NULL,چون,rehefa,gdy,tendo,NA,NULL,aretak,NULL,kana,după,исполнив,NULL,keď,ko,kana,markaan,cuando,kad,NULL,när,NULL,kung,เม,NA,NULL,скінчивши,NULL,NULL,NULL,NULL,nxa
b.ROM.15.29,"and i am sure that , when i come unto you , i shall come in the fulness of the blessing of the gospel of christ .",when,NULL,as,tai,duke,NULL,quia,اذا,NA,",",",",NULL,tek,inig,NA,候,˜,ꮏꮙ,NA,mika,NULL,ⲇⲉ,NULL,NULL,når,wenn,NULL,waati,NULL,venante,kui,ne,tullessani,NULL,orasi,NA,NA,NA,NULL,NULL,NULL,בבאי,जब,kada,mikor,kalau,þegar,NULL,hayet,NULL,winiakun,m,ora,때에,NULL,nākdams,",",aj,ka,ijcuac,NULL,når,ᐊᐲ,chiangin,وقتی,raha,gdy,quando,NA,ane,aretak,NULL,kana,dacă,когда,NULL,keď,kadar,kana,markaan,cuando,kad,NULL,när,ܕܝܢ,pagpariyan,าเม,NA,NULL,NULL,cuando,wode,bu,ndakuza,nxa
b.1CO.2.1,"and i , brethren , when i came to you , came not with excellency of speech or of wisdom , declaring unto you the testimony of god .",when,NA,toe,NA,kur,ጊዜ,quia,لما,NA,",",NA,век,tek,diha,NA,NULL,˜,NULL,NA,ra,",",NULL,lè,NULL,da,da,NA,waato,waatʋ,venante,kui,esi,kun,lorsque,orasi,NA,NA,NA,ἐλθὼν,οτε,NULL,בבאי,जब,kada,mikor,waktu,er,quando,yet,NULL,NA,mi,NA,NULL,cum,",",kai,tej,i,ijcuac,toen,da,NA,laiin,چون,raha,gdym,quando,NA,karata,aretak,",",kana,cînd,когда,̇,keď,ko,kwangu,markaan,cuando,NULL,NULL,när,ܟܕ,nang,เม,NA,NULL,",",cuando,wode,bi,ndakuba,ekufikeni
b.1CO.5.4,"in the name of our lord jesus christ , when ye are gathered together , and my spirit , with the power of our lord jesus christ ,",when,NA,as,NA,mbasi,NA,quia,اذ,NA,NULL,NA,ако,tek,NULL,NA,候,mɨ,NULL,NA,mika,NULL,NULL,lè,NULL,når,NULL,NA,d,NA,NULL,kui,miyɔ,NULL,étant,orasi,NA,NA,NULL,NULL,αφου,ર,NULL,जब,okupite,NULL,NA,þegar,",",NULL,NULL,NA,NULL,NA,NULL,NULL,NULL,",",aj,i,NA,NA,idet,NA,NULL,هنگامی,rehefa,gdy,NULL,NA,ka,aretak,NULL,NULL,",",NULL,NULL,keď,kadar,NULL,markaad,NULL,kad,wakati,NULL,NULL,nang,เม,NA,NA,як,cuando,NA,bi,,NULL
b.1CO.8.12,"but when ye sin so against the brethren , and wound their weak conscience , ye sin against christ .",when,NA,NULL,NA,kur,NULL,quia,اذ,NA,NULL,NA,NULL,NULL,diha,NA,NULL,mɨ,ꮎꮝꭹ,NA,ra,pantacayeri,NULL,lè,NULL,når,wenn,NA,waati,NULL,NULL,kui,NULL,kun,NULL,de,NA,NA,þan,NULL,NULL,જ,NULL,NULL,NULL,mikor,kalau,þegar,NULL,NULL,NULL,NA,imi,NA,NULL,peccantes,",",NULL,NULL,",",ijcuac,NULL,når,NA,takin,چون,raha,NULL,quando,NA,-,aretak,NULL,kana,dacă,NULL,NULL,NULL,grešeč,kana,markaad,NULL,kad,NULL,om,NULL,at,เม,NA,NULL,NULL,awiˈlake,NULL,NULL,NULL,NULL
b.1CO.9.18,"what is my reward then ? verily that , when i preach the gospel , i may make the gospel of christ without charge , that i abuse not my power in the gospel .",when,NA,as,NA,duke,NULL,NULL,اذ,NA,",",NA,тъй,ri,sa,NA,候,˜,ꮎꮝꭹ,NA,ra,oncameetsataqueme,NULL,lè,NULL,når,NULL,NA,waati,NULL,kiam,NULL,ne,kun,que,orasi,NA,NA,NA,ἀδάπανον,NULL,ય,NULL,यह,NULL,prédikálásommal,begitu,NULL,NULL,yet,NULL,NA,m,NA,때에,NULL,NULL,",",NULL,te,ijcuac,NULL,når,NA,NULL,چون,raha,NULL,",",NA,NULL,aretak,NULL,NULL,NULL,",",NULL,NULL,NULL,kana,markaan,que,NULL,fursa,när,ܕܟܕ,pagka,NULL,NA,NULL,",",NULL,yootaidda,bi,",",nxa
b.1CO.9.27,"but i keep under my body , and bring it into subjection : lest that by any means , when i have preached to others , i myself should be a castaway .",when,NA,terwyl,NA,pasi,NULL,jnda,NULL,NA,",",NA,NULL,tek,tapus,NA,NULL,mɨ,NULL,NA,NULL,NULL,NULL,fin,NULL,NULL,NULL,NA,waato,NULL,NULL,NULL,esime,NULL,après,NULL,NA,NA,NULL,NULL,NULL,ય,NULL,NULL,pošto,NULL,setelah,að,dopo,lahwi,NULL,NA,NULL,NA,NULL,cum,NULL,NULL,",",ka,ijcuac,na,NULL,NA,nungin,NULL,NULL,NULL,depois,NA,oti,NULL,huasha,NULL,dupăce,NULL,NULL,NULL,ko,NULL,markaan,después,izbačen,baada,när,NULL,NULL,นแล,NA,NULL,NULL,NULL,guyyiyan,bu,ndakuba,NULL
b.1CO.11.18,"for first of all , when ye come together in the church , i hear that there be divisions among you ; and i partly believe it .",when,NULL,as,NULL,kur,NULL,quia,حين,NA,NULL,ajicõari,когато,tek,sa,NA,候,mɨ,NULL,NA,mika,NULL,NULL,lè,když,når,wenn,NULL,waati,NULL,kiam,kui,NULL,kun,lorsque,orasi,NA,NA,NA,NULL,οταν,જ,כאשר,जब,kad,mikor,NULL,er,quando,hayet,NULL,NULL,m,",",때에,NULL,ka,kai,aj,i,ijcuac,wanneer,når,NULL,un,که,raha,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,akud,keď,kadar,kana,markaad,cuando,kad,NULL,NULL,ܡܐ,kung,เม,NA,NULL,як,cuando,wode,bu,NULL,nxa
b.1CO.11.20,"when ye come together therefore into one place , this is not to eat the lord ' s supper .",when,NULL,as,',kur,NULL,NULL,NULL,NA,bada,̃,NULL,tek,dihang,NA,候,mɨ,NULL,NA,mika,",",NULL,lè,když,når,wenn,NULL,waati,NULL,kiam,kui,NULL,kun,NULL,orasi,NA,NA,NA,NULL,οταν,ય,NULL,NULL,kad,mikor,waktu,þegar,quando,yet,、,NULL,m,ora,NULL,NULL,kad,NULL,NULL,ka,ijcuac,wanneer,når,NULL,",",چون,raha,gdy,quando,NA,ane,aretak,shinajpi,kana,cînd,",",llig,keď,ko,zvino,markaad,cuando,kad,NULL,när,ܡܐ,kung,เม,NA,NULL,як,cuando,wode,bu,xenikweni,nxa
b.1CO.11.24,"and when he had given thanks , he brake it , and said , take , eat : this is my body , which is broken for you : this do in remembrance of me .",when,NULL,nadat,NULL,",",NULL,jnda,NULL,NA,NULL,̃,ако,tek,NULL,NA,NULL,mɨ,ꮎꮝꭹꮓ,NA,kjepa,NA,NULL,lè,činiv,NULL,NULL,NULL,waato,ɩlɛna,NULL,NULL,esi,NULL,après,qabolo,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,setelah,NULL,dopo,NULL,NULL,tura,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ka,ijcuac,NULL,NULL,ᑕᔥ,NULL,NULL,rehefa,NULL,",",NA,ka,aretak,NULL,kana,după,",",NULL,NULL,NULL,akati,markuu,habiendo,NULL,NULL,NULL,NULL,nang,คร,NA,NA,",",NULL,NULL,NULL,yakuba,NULL
b.1CO.11.25,"after the same manner also he took the cup , when he had supped , saying , this cup is the new testament in my blood : this do ye , as oft as ye drink it , in remembrance of me .",when,NULL,NULL,NULL,duke,ጊዜ,NULL,NULL,NA,cenean,̃,когато,tek,tapus,NA,NULL,˜,NULL,NA,ra,NA,NULL,NULL,když,NULL,NULL,NULL,gaasiyo,ɩlɛna,NULL,NA,NULL,NULL,après,qabolo,NA,NA,NULL,NULL,αφου,ય,NULL,NULL,kad,minekutána,NULL,er,NULL,NULL,NULL,NULL,mi,",",NULL,NULL,NULL,vakarienės,NULL,te,ijcuac,NULL,idet,NULL,",",NULL,rehefa,gdy,NULL,NA,NULL,aretak,NULL,kana,şi,NULL,NULL,keď,NULL,vakati,markaad,después,NULL,NULL,NULL,ܐܡܬܝ,pagkatapos,เม,NA,NULL,NULL,cuando,wode,ba,",",NULL
b.1CO.11.32,"but when we are judged , we are chastened of the lord , that we should not be condemned with the world .",when,NA,as,NA,kur,ጊዜ,quia,اذ,NA,punitzen,NA,NULL,ri,diha,NA,候,ie,ꮥꭻꭺꮣꮟꮝꭹꮒ,NA,ra,NULL,ⲉϥϯϩⲁⲡ,NULL,když,når,wenn,NA,waato,NULL,kiam,kui,ne,kun,quand,nakoso,NA,NA,NA,κρινόμενοι,οταν,ય,וכאשר,NULL,kad,mikor,kalau,NULL,quando,chicotxum,、,NA,m,NA,NULL,NULL,tiesādams,kai,exitla,NULL,ijcuac,als,når,NA,",",هنگامی,raha,gdy,quando,NA,ane,aretak,NULL,kana,cînd,NULL,NULL,NULL,ko,kana,markii,siendo,kad,NULL,då,ܟܕ,kung,เม,NA,NULL,бувши,cuando,wode,bu,ke,nxa
b.1CO.11.33,"wherefore , my brethren , when ye come together to eat , tarry one for another .",when,NA,as,NA,kur,ጊዜ,quia,حين,NA,",",NA,NULL,tek,sa,NA,候,mɨ,ꭲᏻꮓ,NA,mika,",",NULL,lè,když,når,wenn,NA,waati,waatʋ,kiam,kui,ne,kun,lorsque,orasi,NA,NA,NA,NULL,οταν,ય,NULL,जब,kad,mikor,kalau,þegar,quando,yet,NULL,NA,asmi,NA,때에,cum,kad,kai,ajtzin,ka,ijcuac,als,når,NA,chiangin,چون,raha,gdy,quando,NA,ane,aretak,",",kana,cînd,NULL,akud,keď,ko,kana,markaad,cuando,kad,NULL,när,ܐܡܬܝ,kung,เม,NA,NULL,",",cuando,wode,bu,xa,nxa
b.1CO.11.34,"and if any man hunger , let him eat at home ; that ye come not together unto condemnation . and the rest will i set in order when i come .",when,NA,wanneer,NA,kur,ጊዜ,quia,فعند,NA,NULL,NA,NULL,tek,inig,NA,候,mɨ,NULL,NA,mika,NULL,ⲇⲉ,lè,když,når,wenn,NA,waati,kɔma,kiam,kui,ne,seikoista,quand,de,NA,NA,NA,ὡς,οταν,ય,NULL,NULL,kada,ha,kalau,þegar,NULL,NULL,NULL,NA,m,NA,때에,cum,kad,NULL,aj,ina,ijcuac,als,når,NA,chiangin,چون,rehefa,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,akud,keď,kadar,kana,markaan,cuando,kad,NULL,när,ܡܐ,pagpariyan,นเม,NA,NULL,як,cuando,wode,bu,xa,mhla
b.1CO.13.10,"but when that which is perfect is come , then that which is in part shall be done away .",when,NULL,as,',kur,NULL,quia,متى,NA,datenean,̃,NULL,tek,NULL,NA,完,mɨ,NULL,NA,mika,NULL,ⲉϣⲱⲡ,lè,jakžť,når,wenn,ɛn,waati,kɔma,kiam,kui,ne,kun,quand,orasi,NA,NA,biþe,ὅταν,οταν,ય,וכבוא,जब,kada,mikor,NULL,þegar,quando,yet,NULL,NA,m,é,NULL,cum,kad,kai,ajtzin,ka,ijcuac,wanneer,når,ᑳᐃᔑᒦᔑᒡ,chiangin,هنگامی,rehefa,gdy,quando,NA,we,aretak,NULL,kana,cînd,когда,NULL,keď,kadar,kana,markii,cuando,kad,NULL,när,ܐܡܬܝ,kung,เม,NA,NULL,як,NA,wode,bu,xa,nxa
b.1CO.13.11,"when i was a child , i spake as a child , i understood as a child , i thought as a child : but when i became a man , i put away childish things .",when,NULL,toe,NULL,kur,NULL,quia,لما,NA,",",̃,NULL,tek,NULL,NA,候,˜,ꮵᏺꮅ,NA,ra,NULL,NULL,lè,NULL,da,da,NULL,waato,NULL,kiam,kui,esi,kun,lorsque,orasi,NA,NA,þan,ὅτε,οτε,ય,כאשר,जब,kad,mikor,waktu,þegar,quand,yet,NULL,ainiawai,asmi,cánÿabents,때에는,cum,kad,kai,NULL,i,ijcuac,toen,da,NULL,laiin,NULL,fony,NULL,quando,NA,-,aretak,NULL,kana,cînd,когда,akud,keď,ko,NULL,NULL,cuando,kad,NULL,när,ܟܕ,nang,เม,NA,NULL,як,NA,wode,bi,oko,lapho
b.1CO.13.11,"when i was a child , i spake as a child , i understood as a child , i thought as a child : but when i became a man , i put away childish things .",when,NULL,toe,NULL,kur,NULL,quia,لما,NA,",",̃,NULL,tek,NULL,NA,候,˜,ꮵᏺꮅ,NA,ra,NULL,NULL,lè,NULL,da,da,NULL,waato,NULL,kiam,kui,esi,kun,lorsque,orasi,NA,NA,þan,ὅτε,οτε,ય,כאשר,जब,kad,mikor,waktu,þegar,quand,yet,NULL,ainiawai,asmi,cánÿabents,때에는,cum,kad,kai,NULL,i,ijcuac,toen,da,NULL,laiin,NULL,fony,NULL,quando,NA,-,aretak,NULL,kana,cînd,когда,akud,keď,ko,NULL,NULL,cuando,kad,NULL,när,ܟܕ,nang,เม,NA,NULL,як,NA,wode,bi,oko,lapho
b.1CO.14.16,"else when thou shalt bless with the spirit , how shall he that occupieth the room of the unlearned say amen at thy giving of thanks , seeing he understandeth not what thou sayest ?",when,NULL,as,NULL,se,NULL,quia,NULL,NA,NULL,NULL,NULL,tek,kay,NA,候,lajeeˇ,ꮏꮙ,NA,ra,",",NULL,fin,NULL,når,wenn,",",da,ḿpʋ,se,kui,ne,jos,si,NULL,NA,NA,NA,NULL,εαν,ય,כי,NULL,ako,mikor,kalau,ef,se,NULL,、,NULL,',NULL,NULL,ceterum,",",jei,NULL,",",ijcuac,als,NULL,NULL,",",NULL,raha,NULL,se,NA,ane,ri,NULL,NULL,dacă,если,̇,keby,če,kana,markaad,NULL,kad,NULL,om,NULL,kung,นเม,NA,NULL,коли,cuando,hegaa,NULL,ukuba,nxa
b.1CO.14.26,"how is it then , brethren ? when ye come together , everyone of you hath a psalm , hath a doctrine , hath a tongue , hath a revelation , hath an interpretation . let all things be done unto edifying .",when,NA,wanneer,NA,kur,ጊዜ,quia,متى,NA,NULL,NA,а,tek,NULL,NA,候,mɨ,ꭲᏻꮓ,NA,mika,",",ⲉϣⲱⲡ,lè,když,når,wenn,NA,waati,NULL,kiam,kui,ne,kun,lorsque,orasi,NA,NA,þan,ὅταν,οταν,ય,NULL,जब,kad,mikor,kalau,þegar,quando,hayet,NULL,NA,m,NA,때에,cum,kad,kai,aj,ka,ijcuac,als,når,NA,un,وقتی,raha,gdy,quando,NA,ane,aretak,",",kana,cînd,когда,akud,keď,kadar,kana,markaad,cuando,kad,",",när,ܕܐܡܬܝ,pagka,เม,NA,NULL,коли,cuando,wode,bu,xa,NULL
b.1CO.15.24,"then cometh the end , when he shall have delivered up the kingdom to god , even the father ; when he shall have put down all rule and all authority and power .",when,NA,wanneer,NA,kur,NULL,quia,متى,NA,",",NA,защото,tek,NULL,NA,NULL,mɨ,ꮎꭿᏻ,NA,NULL,NULL,ϩⲟⲧⲁⲛ,lè,když,når,wenn,NA,waati,NULL,kiam,kui,NULL,kun,quand,NULL,NA,NA,þan,ὅταν,οταν,NULL,NULL,NULL,kad,mikor,waktu,er,quando,NULL,NULL,NA,NULL,NA,NULL,cum,kad,kai,NULL,ina,ijcuac,wanneer,når,NA,chiangin,وقتی,rehefa,gdy,quando,NA,oti,ri,huasha,kana,cînd,когда,NULL,keď,kadar,panguva,markuu,cuando,kad,wakati,när,ܡܐ,pagka,เม,NA,NULL,як,cuando,wode,NULL,xa,nxa
b.1CO.15.24,"then cometh the end , when he shall have delivered up the kingdom to god , even the father ; when he shall have put down all rule and all authority and power .",when,NA,wanneer,NA,kur,NULL,quia,متى,NA,",",NA,защото,tek,NULL,NA,NULL,mɨ,ꮎꭿᏻ,NA,NULL,NULL,ϩⲟⲧⲁⲛ,lè,když,når,wenn,NA,waati,NULL,kiam,kui,NULL,kun,quand,NULL,NA,NA,þan,ὅταν,οταν,NULL,NULL,NULL,kad,mikor,waktu,er,quando,NULL,NULL,NA,NULL,NA,NULL,cum,kad,kai,NULL,ina,ijcuac,wanneer,når,NA,chiangin,وقتی,rehefa,gdy,quando,NA,oti,ri,huasha,kana,cînd,когда,NULL,keď,kadar,panguva,markuu,cuando,kad,wakati,när,ܡܐ,pagka,เม,NA,NULL,як,cuando,wode,NULL,xa,nxa
b.1CO.15.27,"for he hath put all things under his feet . but when he saith , all things are put under him , it is manifest that he is excepted , which did put all things under him .",when,NA,wanneer,NA,kur,NULL,quia,حينما,NA,duenean,NA,и,tek,pag,NA,既,mɨ,NULL,NA,ra,",",ⲉϣⲱⲡ,lè,když,når,wenn,NA,waato,NULL,kiam,NULL,NULL,kun,lorsqu,NULL,NA,NA,biþe,ὅταν,οταν,ય,NULL,जब,kad,mikor,NULL,þegar,quando,NULL,NULL,NA,mi,NA,때에,NULL,tad,kai,NULL,NULL,ijcuac,als,når,NA,",",چون,NULL,gdy,quando,NA,-,aretak,NULL,kana,cînd,когда,NULL,keď,ko,kana,markuu,cuando,kad,"""",när,ܡܐ,kung,เม,NA,NULL,коли,cuando,wode,bu,xa,nxa
b.1CO.15.28,"and when all things shall be subdued unto him , then shall the son also himself be subject unto him that put all things under him , that god may be all in all .",when,NA,wanneer,NA,kur,ጊዜ,jnda,ومتى,NA,NULL,NA,NULL,tek,diha,NA,既,mɨ,NULL,NA,mika,NULL,ⲉϣⲱⲡ,apre,když,når,wenn,NA,waati,ɩlɛna,kiam,kui,ne,kun,lorsque,orasi,NA,NA,biþe,ὅταν,οταν,ય,וכאשר,जब,kad,mikor,setelah,þegar,quando,yet,NULL,NA,m,NA,때에는,cum,kad,kai,ajtzin,oti,ijcuac,als,når,NA,NULL,که,rehefa,gdy,quando,NA,ane,aretak,huasha,kana,cînd,когда,llig,keď,kadar,kana,markii,cuando,kad,NULL,sedan,ܘܡܐ,kung,เม,NA,NULL,коли,cuando,guyyiyan,bu,xa,nxa
b.1CO.15.54,"so when this corruptible shall have put on incorruption , and this mortal shall have put on immortality , then shall be brought to pass the saying that is written , death is swallowed up in victory .",when,NA,wanneer,NA,kur,ጊዜ,jnda,ومتى,NA,datenean,NA,ако,tek,diha,NA,既,mɨ,ꮏꮙ,NA,mika,NULL,NULL,lè,když,når,wenn,NA,waati,kɔma,kiam,kui,ne,kun,lorsque,NULL,NA,NA,þan,δὲ,οταν,જ,NULL,जब,kad,mikor,kalau,þegar,quando,NULL,NULL,NA,asm,NA,NULL,cum,kad,kada,NA,ka,ijcuac,wanneer,når,NA,NULL,چون,rehefa,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,iwrri,keď,kadar,kana,markii,cuando,kad,",",när,ܡܐ,pagka,คร,NA,NULL,як,cuando,wode,bu,xa,nxa
b.1CO.16.2,"upon the first day of the week let every one of you lay by him in store , as god hath prospered him , that there be no gatherings when i come .",when,NULL,as,NULL,kur,NULL,quia,اذا,NA,orduan,̃,NULL,tek,na,NA,候,mɨ,ꮎꮝꭹꮓ,NA,mika,",",NULL,lè,když,når,wenn,te,waati,kɔma,kiam,NULL,esime,tehtäisi,attende,orasi,NA,NA,NULL,ὅταν,οταν,ય,NULL,NULL,kada,mikor,waktu,þegar,quando,yet,、,NULL,NULL,NA,때에,cum,kad,NULL,aj,wa,ijcuac,NULL,når,NULL,",",وقت,NULL,gdy,quando,NA,karata,aretak,NULL,NULL,cînd,когда,akud,keď,kadar,kana,markaan,cuando,kad,wakati,vid,ܡܐ,nang,เม,NA,NULL,як,cuando,wode,saa,",",nxa
